place_id,name,formatted_address,city,state,postal_code,phone_national,phone_international,website,lat,lng,types
ChIJQcXXCud_mQARSfAmyfRvR-g,Nil Elétrica - Eletricista Residencial 24 horas RJ,"R. Argentina, n° 146 - casa 202 - Imperial de São Cristóvão, Rio de Janeiro - RJ, 20921-380, Brazil",Rio de Janeiro,RJ,20921-380,(21) 97139-7303,+55 21 97139-7303,http://nileletrica.com.br/,-22.891939,-43.225589,electrician|point_of_interest|establishment
ChIJb61Aizx9mQARp2cHiIOofV4,Eletricista Mailson Erick,"R. Conde de Azambuja - Maria da Graça, Rio de Janeiro - RJ, 20785-342, Brazil",Rio de Janeiro,RJ,20785-342,(21) 96903-4907,+55 21 96903-4907,,-22.882555099999998,-43.260903899999995,electrician|point_of_interest|establishment
ChIJi3VllYAKrWgRUiUhNhj-cIo,ELETRICISTA - Wallbox Instalação Rápida BYD GWM/Instalações Elétricas,"R. Gen. Gurjão, 521 - Caju, Rio de Janeiro - RJ, 20931-040, Brazil",Rio de Janeiro,RJ,20931-040,(21) 96597-8924,+55 21 96597-8924,https://www.instagram.com/felipytec_eletrica/,-22.8780255,-43.2151912,electrician|point_of_interest|establishment
ChIJwUSCbP1_mQAR7aYe31aPREA,R3M Engenharia Elétrica,"Av. Almirante Barroso 63, salas 514 e 515 - Centro, Rio de Janeiro - RJ, 20031-003, Brazil",Rio de Janeiro,RJ,20031-003,(21) 96407-8147,+55 21 96407-8147,http://www.r3minstalacoes.com.br/,-22.9076387,-43.1759671,electrician|point_of_interest|establishment
ChIJDzvBvsbVmwAR363OTPsKssQ,ELETRICISTA,"Pr. Saenz Peña - Tijuca, Rio de Janeiro - RJ, 20520-090, Brazil",Rio de Janeiro,RJ,20520-090,(21) 98751-5929,+55 21 98751-5929,http://api.whatsapp.com/send/?phone=5521987515929,-22.9243776,-43.2324114,electrician|point_of_interest|establishment
ChIJQ1R3C25xmQARn34Z5wFLIxg,Orlando instalações elétricas- Rio de Janeiro,"Av. Nossa Sra. de Copacabana, 610 - SL 706 - Copacabana, Rio de Janeiro - RJ, 22050-001, Brazil",Rio de Janeiro,RJ,22050-001,(21) 99787-3933,+55 21 99787-3933,https://olinstalacaoeletrica.webnode.com/,-22.969684899999997,-43.1855841,electrician|point_of_interest|establishment
ChIJA4RqEHJlmQARKHtkfAZfgn4,Reais Soluções Refrigeração e Serviços Elétricos Ltda,"Av. Mal. Câmara, 160 - Centro, Rio de Janeiro - RJ, 20020-907, Brazil",Rio de Janeiro,RJ,20020-907,(21) 98529-0845,+55 21 98529-0845,http://www.reaissolucoes.com.br/,-22.909416099999998,-43.1692952,electrician|point_of_interest|establishment
ChIJjw6Ph3xvmQARmSY210dZqaM,"GABRIEL ROBERTO ELETRICISTA( reparos e manutenção elétrica)Tijuca, vila Isabel, Grajau, Maracanã","Praça Varnhagem, 9 - Tijuca, Rio de Janeiro - RJ, 20511-020, Brazil",Rio de Janeiro,RJ,20511-020,,,,-22.918936799999997,-43.2348226,electrician|point_of_interest|establishment
ChIJzyY3gGV9mQARluOKzoQPA6U,Eletricista Rio de Janeiro - Técnico Muka Eletrodiver,"Av. Maracanã, 987 - Tijuca, Rio de Janeiro - RJ, 20511-000, Brazil",Rio de Janeiro,RJ,20511-000,,,,-22.9218629,-43.2356409,electrician|point_of_interest|establishment
ChIJzUZ3nibVmwARl9bK8wdIH2c,Carlos eletricista & bombeiro hidráulico,"Rua figuereido de Magalhães - Av. Nossa Sra. de Copacabana - Copacabana, Rio de Janeiro - RJ, 22031-012, Brazil",Rio de Janeiro,RJ,22031-012,(21) 99682-3206,+55 21 99682-3206,,-22.9680134,-43.18791470000001,electrician|point_of_interest|establishment
ChIJmTSE5hmzymkRmKzpmosYmqM,Eletricista do Bairro,"R. Alecrim, 769 - Vila Kosmos, Rio de Janeiro - RJ, 21220-050, Brazil",Rio de Janeiro,RJ,21220-050,(21) 98909-4393,+55 21 98909-4393,http://www.eletricistadobairro.com.br/,-22.855721799999998,-43.305147999999996,electrician|point_of_interest|establishment
