place_id,name,formatted_address,city,state,postal_code,phone_national,phone_international,website,lat,lng,types
ChIJQ1R3C25xmQARn34Z5wFLIxg,Orlando instalações elétricas- Rio de Janeiro,"Av. Nossa Sra. de Copacabana, 610 - SL 706 - Copacabana, Rio de Janeiro - RJ, 22050-001, Brazil",Rio de Janeiro,RJ,22050-001,(21) 99787-3933,+55 21 99787-3933,https://olinstalacaoeletrica.webnode.com/,-22.969684899999997,-43.1855841,electrician|point_of_interest|establishment
ChIJDzvBvsbVmwAR363OTPsKssQ,ELETRICISTA,"Pr. Saenz Peña - Tijuca, Rio de Janeiro - RJ, 20520-090, Brazil",Rio de Janeiro,RJ,20520-090,(21) 98751-5929,+55 21 98751-5929,http://api.whatsapp.com/send/?phone=5521987515929,-22.9243776,-43.2324114,electrician|point_of_interest|establishment
ChIJwUSCbP1_mQAR7aYe31aPREA,R3M Engenharia Elétrica,"Av. Almirante Barroso 63, salas 514 e 515 - Centro, Rio de Janeiro - RJ, 20031-003, Brazil",Rio de Janeiro,RJ,20031-003,(21) 96407-8147,+55 21 96407-8147,http://www.r3minstalacoes.com.br/,-22.9076387,-43.1759671,electrician|point_of_interest|establishment
ChIJi3VllYAKrWgRUiUhNhj-cIo,ELETRICISTA - Wallbox Instalação Rápida BYD GWM/Instalações Elétricas,"R. Gen. Gurjão, 521 - Caju, Rio de Janeiro - RJ, 20931-040, Brazil",Rio de Janeiro,RJ,20931-040,(21) 96597-8924,+55 21 96597-8924,https://www.instagram.com/felipytec_eletrica/,-22.8780255,-43.2151912,electrician|point_of_interest|establishment
ChIJb61Aizx9mQARp2cHiIOofV4,Eletricista Mailson Erick,"R. Conde de Azambuja - Maria da Graça, Rio de Janeiro - RJ, 20785-342, Brazil",Rio de Janeiro,RJ,20785-342,(21) 96903-4907,+55 21 96903-4907,,-22.882555099999998,-43.260903899999995,electrician|point_of_interest|establishment
ChIJQcXXCud_mQARSfAmyfRvR-g,Nil Elétrica - Eletricista Residencial 24 horas RJ,"R. Argentina, n° 146 - casa 202 - Imperial de São Cristóvão, Rio de Janeiro - RJ, 20921-380, Brazil",Rio de Janeiro,RJ,20921-380,(21) 97139-7303,+55 21 97139-7303,http://nileletrica.com.br/,-22.891939,-43.225589,electrician|point_of_interest|establishment
ChIJTWQt80NnmQARMxwilNnpoUo,ELETRICISTA E HIDRÁULICO 24 HORAS,"R. Sacadura Cabral, 217 - Centro, Rio de Janeiro - RJ, 20221-160, Brazil",Rio de Janeiro,RJ,20221-160,(21) 97714-4441,+55 21 97714-4441,https://24hsosinstalacoes.com.br/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2240873638602152427,-22.8973469,-43.1893105,electrician|plumber|painter|general_contractor|point_of_interest|establishment
ChIJv_iDrEd_mQARvr7a_QE43uo,Welton eletrica,"R. Teófilo Otoni, 89 - Centro, Rio de Janeiro - RJ, 20090-080, Brazil",Rio de Janeiro,RJ,20090-080,(21) 98822-1114,+55 21 98822-1114,,-22.9006407,-43.180044599999995,electrician|point_of_interest|establishment
ChIJ21578YR_mQARRKhicP_wAlU,Eletricista JRM Instalações Elétricas,"R. das Laranjeiras, 336 - Loja 68 - Laranjeiras, Rio de Janeiro - RJ, 22240-003, Brazil",Rio de Janeiro,RJ,22240-003,(21) 97104-3770,+55 21 97104-3770,http://www.solucoeseletricas.com.br/,-22.9354528,-43.189613099999995,electrician|point_of_interest|establishment
ChIJ-zyYoq5_mQARg89P4KmWcvI,Cristiano eletricista predial e residencial,"R. Cap. Félix, 110 - Benfica, Rio de Janeiro - RJ, 20920-310, Brazil",Rio de Janeiro,RJ,20920-310,(21) 96568-8232,+55 21 96568-8232,https://www.instagram.com/cristiano_eletricista_rj/profilecard/?igsh=MW9uM29qd3RpNzF1MA==,-22.894733199999997,-43.236612,electrician|point_of_interest|establishment
ChIJS1rP-TWBmQAR5JkCAA8yk8M,Cape Serviços e Consultoria,"Av. Mal. Câmara, 160 - sala 1107 - Centro, Rio de Janeiro - RJ, 20020-907, Brazil",Rio de Janeiro,RJ,20020-907,(21) 96978-3020,+55 21 96978-3020,https://www.instagram.com/grupocape,-22.909589699999998,-43.1691335,electrician|general_contractor|point_of_interest|establishment
ChIJ49He2i3lmwARmVWv-xch3OE,RC INSTALAÇÕES ELÉTRICA E AUTOMAÇÃO,"Av. Rio Branco, Nº 81 - Centro, Rio de Janeiro - RJ, 23585-470, Brazil",Rio de Janeiro,RJ,23585-470,(21) 97042-3290,+55 21 97042-3290,,-22.901493700000003,-43.178598699999995,electrician|point_of_interest|establishment
ChIJDY0TbVF_mQARrpPOtxck_PU,Elétrica Eficaz Serviços Elétricos e de Climatização,"R. Pedro Ernesto, 97 - Gamboa, Rio de Janeiro - RJ, 20220-350, Brazil",Rio de Janeiro,RJ,20220-350,(21) 98061-8840,+55 21 98061-8840,http://www.eletricaeficaz.com/,-22.896540899999998,-43.194866399999995,electrician|general_contractor|point_of_interest|establishment
ChIJ2b9xdKV9mQARI04hAVviah4,Eletricista Predial,"R. Voluntários da Pátria, 190 - Botafogo, Rio de Janeiro - RJ, 22270-012, Brazil",Rio de Janeiro,RJ,22270-012,(21) 98852-1899,+55 21 98852-1899,https://www.vibreeletrica.com/,-22.952504899999997,-43.1884005,electrician|point_of_interest|establishment
ChIJlz5lmQh_mQARum4NVi8QCjc,Eletricista Eletro Augusto,"Rua Benjamin Constant, 61 - Glória, Rio de Janeiro - RJ, 20241-150, Brazil",Rio de Janeiro,RJ,20241-150,(21) 99696-2256,+55 21 99696-2256,,-22.9208636,-43.178916199999996,electrician|point_of_interest|establishment
ChIJAQCQPFp_mQAR0zcWDoXSS58,Eletric Star Serviços Especializados,"R. Amoroso Lima, 100 - Cidade Nova, Rio de Janeiro - RJ, 20211-120, Brazil",Rio de Janeiro,RJ,20211-120,(21) 99192-9322,+55 21 99192-9322,https://engemar.com.br/,-22.9099796,-43.2022875,electrician|point_of_interest|establishment
ChIJAQB0rWh_mQAR_2vlb9OZccg,Fabrício Mendonça Eletrotécnico Ltda,"Av. Gomes Freire, 176 - sala 706 - Centro, Rio de Janeiro - RJ, 20231-013, Brazil",Rio de Janeiro,RJ,20231-013,(21) 2221-4534,+55 21 2221-4534,http://www.fabriciomendonca.com.br/,-22.90852,-43.184951000000005,electrician|consultant|telecommunications_service_provider|point_of_interest|establishment
ChIJ2zoXT7VzmQARa8N6-oMuab4,Eletricista em Copacabana,"Copacabana, Rio de Janeiro - State of Rio de Janeiro, 20031-001, Brazil",Rio de Janeiro,RJ,20031-001,(21) 97639-3730,+55 21 97639-3730,,-22.9694833,-43.186786,electrician|fire_station|government_office|point_of_interest|establishment
ChIJ72CBR79_mQAR0etSBjWOQfs,JP Instalações Elétricas,"Rua Tadeu Kosciusco, 41 - Centro, Rio de Janeiro - RJ, 20230-050, Brazil",Rio de Janeiro,RJ,20230-050,(21) 99649-4662,+55 21 99649-4662,https://jpinstalacoeseletricas.com.br/,-22.914351099999998,-43.1881504,electrician|point_of_interest|establishment
ChIJI4mFw310mQAR3ITVpMMVfxY,Eletritex Serviços,"R. V.de de Inhaúma, 1215 - Centro, Rio de Janeiro - RJ, 20091-007, Brazil",Rio de Janeiro,RJ,20091-007,(21) 96492-2942,+55 21 96492-2942,http://eletritex.ueniweb.com/,-22.8999055,-43.1805801,electrician|point_of_interest|establishment
ChIJx5nUMmh-mQARpq6CX_NvOdw,Eletricista Rio de janeiro Credenciado,"Rua do matoso, 6 cob - Praça da Bandeira, Rio de Janeiro - RJ, 20270-132, Brazil",Rio de Janeiro,RJ,20270-132,(21) 99622-0965,+55 21 99622-0965,https://www.oliveiraeletricista.com.br/,-22.911476,-43.2137388,electrician|point_of_interest|establishment
ChIJzWVhja19mQARaroOgvS9QpA,SMARF ELÉTRICA ME.,"Rua Guttemberg Maiorano, 28 - Centro, Rio de Janeiro - RJ, 20771-130, Brazil",Rio de Janeiro,RJ,20771-130,(21) 98343-4601,+55 21 98343-4601,,-22.912064900000004,-43.1739968,electrician|point_of_interest|establishment
ChIJmYQKoQw85agRKslj_Iew58I,WS Eletricista Predial e Residencial,"R. Dois de Dezembro, 43 - Flamengo, Rio de Janeiro - RJ, 22220-040, Brazil",Rio de Janeiro,RJ,22220-040,(21) 98313-5777,+55 21 98313-5777,https://w.app/qb9ao8,-22.9301382,-43.1759783,electrician|point_of_interest|establishment
ChIJuff4dXJ_mQARfzZq0gIJYv4,Instalador eletrico,"R. Primeiro de Março - Centro, Rio de Janeiro - RJ, 20010-000, Brazil",Rio de Janeiro,RJ,20010-000,(21) 93619-1976,+55 21 93619-1976,http://licao1687mal.blogspot.com/,-22.901281299999997,-43.176392899999996,electrician|point_of_interest|establishment
ChIJucjL3Ex_mQARxHhau3BoBBs,Eletricista predial e residencial serviços reparos manutenção 24h Anjos,"Rua Benjamin Constant, 149 - Glória, Rio de Janeiro - RJ, 20241-150, Brazil",Rio de Janeiro,RJ,20241-150,(21) 98114-5001,+55 21 98114-5001,https://g.page/EletricistaAnjos?gm,-22.921682800000003,-43.181771,electrician|point_of_interest|establishment
ChIJwepUat9XzpQR2UjgsVeAQNw,TECH HOUSE - ACESSÓRIOS ELETRÔNICOS,"R. Herbert Spencer, N° 750 - Vila Andrade, São Paulo - SP, 05663-010, Brazil",São Paulo,SP,05663-010,(11) 99133-5942,+55 11 99133-5942,,-23.615701899999998,-46.725252,electronics_store|store|point_of_interest|establishment
ChIJRc474_9YzpQRHms4WRkwqkY,M&D Cell,"R. Vinte e Cinco de Março, 316 - Loja 04 - Centro Histórico de São Paulo, São Paulo - SP, 01021-000, Brazil",São Paulo,SP,01021-000,(11) 3715-3405,+55 11 3715-3405,,-23.54686,-46.631311,electronics_store|store|point_of_interest|establishment
ChIJJbkPn1BYzpQR1jo6Rk5SpCo,Luany Eletrônicos,"R. Santa Ifigênia, 198 - Box 8A - Santa Ifigênia, São Paulo - SP, 01207-000, Brazil",São Paulo,SP,01207-000,(11) 93436-6479,+55 11 93436-6479,,-23.5398386,-46.6379169,electronics_store|store|point_of_interest|establishment
ChIJy83Wlr5ZzpQRpaX2QFOIpQA,Lihong Eletronicos,"Av. Paulista, 392 - Bela Vista, São Paulo - SP, 01311-000, Brazil",São Paulo,SP,01311-000,(11) 98319-5088,+55 11 98319-5088,,-23.5683457,-46.6471671,electronics_store|store|point_of_interest|establishment
ChIJI8_FoatZzpQRVm82WlPrvPM,Relógio Store2k25,"LG Electronics Store (loja de varejo) – Shopping Centro - Centro Histórico de São Paulo, São Paulo - SP, 01000-000, Brazil",São Paulo,SP,01000-000,,,,-23.5515255,-46.6303157,electronics_store|point_of_interest|store|establishment
ChIJk_YgxQ5ZzpQRS7TcT3amim0,Sete Eletrônicos,"R. Sete de Abril, 166 - República, São Paulo - SP, 01044-000, Brazil",São Paulo,SP,01044-000,(11) 95119-8840,+55 11 95119-8840,,-23.5462387,-46.6408996,electronics_store|point_of_interest|store|establishment
ChIJb3K-8lRYzpQRyCU7Tc3lCe8,Kalunga,"R. Líbero Badaró, 309 - Centro Histórico de São Paulo, São Paulo - SP, 01010-010, Brazil",São Paulo,SP,01010-010,(11) 3346-9966,+55 11 3346-9966,https://www.kalunga.com.br/lojas/endereco/sao-paulo-capital/9/horario-de-funcionamento/0064,-23.546763799999997,-46.636610700000006,electronics_store|store|point_of_interest|establishment
ChIJcUE5PmpXzpQRFMF2NWzq-SU,Point Technology,"R. Fradique Coutinho, 389 - Pinheiros, São Paulo - SP, 05416-010, Brazil",São Paulo,SP,05416-010,,,,-23.563384,-46.6865141,electronics_store|store|point_of_interest|establishment
ChIJYXJoljH5zpQRZdO9iWUdl0o,Tecnology`S House,"R. Dr. Cincinato Pomponet, 188 - Lapa, São Paulo - SP, 05072-020, Brazil",São Paulo,SP,05072-020,(11) 98450-9069,+55 11 98450-9069,https://www.instagram.com/tecnologyshouse?igsh=dDNzbHB0Ym5yZXB1,-23.518976000000003,-46.702627299999996,electronics_store|store|point_of_interest|establishment
ChIJzTXRb1pYzpQRkbr6LjV-vbo,Highlander Informática,"R. Santa Ifigênia, 198 - 35B - Santa Ifigênia, São Paulo - SP, 01207-000, Brazil",São Paulo,SP,01207-000,(11) 91489-7012,+55 11 91489-7012,http://www.hlander.com.br/,-23.5396876,-46.637764,electronics_store|store|point_of_interest|establishment
ChIJgYWkmFBYzpQR9QX41XW-wvs,Street Store Eletrônicos,"R. Santa Ifigênia, 198 - Loja 16b - Santa Ifigênia, São Paulo - SP, 01207-000, Brazil",São Paulo,SP,01207-000,(11) 97749-6959,+55 11 97749-6959,,-23.539962,-46.6379782,electronics_store|clothing_store|store|point_of_interest|establishment
ChIJp2vTaZUDz5QRE_i0fuqWXoE,TXR Eletro +,"R. dos Andradas, 467 - Santa Ifigênia, São Paulo - SP, 01208-001, Brazil",São Paulo,SP,01208-001,(11) 91454-5638,+55 11 91454-5638,,-23.5365701,-46.6396325,electronics_store|store|point_of_interest|establishment
ChIJjyENt5NZzpQRRHkR6oJqPlM,LogyPhone,"R. Apeninos, 222 - conjunto 7003 - Aclimação, São Paulo - SP, 01533-000, Brazil",São Paulo,SP,01533-000,(11) 4210-6595,+55 11 4210-6595,https://logyphone.com.br/,-23.569416099999998,-46.6388081,cell_phone_store|electronics_store|store|point_of_interest|establishment
ChIJt6crBpNbzpQR6BGfjdKiBtg,Mobô Technology - Loja de Eletrônicos,"R. Comandante Taylor, 1475 - Ipiranga, São Paulo - SP, 04218-000, Brazil",São Paulo,SP,04218-000,(11) 97809-4717,+55 11 97809-4717,https://lojamobotech.com.br/,-23.601767799999998,-46.5953109,electronics_store|point_of_interest|store|establishment
ChIJhyvA-7tYzpQRuvC0nreS8xc,JA Acessórios e Eletrônicos,"Av. Joaquina Ramalho, 226 - Vila Guilherme, São Paulo - SP, 02065-000, Brazil",São Paulo,SP,02065-000,(11) 2218-0516,+55 11 2218-0516,,-23.514653199999998,-46.607409700000005,electronics_store|store|point_of_interest|establishment
ChIJJUvg0zZZzpQRSvGf-y2VmWs,R10,"R. Comendador Afonso Kherlakian, 79 - 7º andar, loja 78 - Centro Histórico de São Paulo, São Paulo - SP, 01023-040, Brazil",São Paulo,SP,01023-040,(11) 96369-1482,+55 11 96369-1482,https://www.r10eletronicos.com.br/,-23.5416933,-46.631506599999994,electronics_store|store|point_of_interest|establishment
ChIJi9hnVTRZzpQRf68kl6O8edY,TH Electronics,"Av. Marquês de S. Vicente, 1619 - CJ 408 - Barra Funda, São Paulo - SP, 01139-000, Brazil",São Paulo,SP,01139-000,(11) 91861-2192,+55 11 91861-2192,https://instagram.com/thelectronics__?igshid=NTc4MTIwNjQ2YQ==,-23.519510399999998,-46.6753709,cell_phone_store|store|point_of_interest|establishment
ChIJ41ZEJfUN4aoRe8ts4H-6AvU,Revolta Digital,"R. Canindé, 558 - Canindé, São Paulo - SP, 03033-000, Brazil",São Paulo,SP,03033-000,(21) 96514-9829,+55 21 96514-9829,http://revoltadigital.com.br/,-23.5297187,-46.6228133,electronics_store|store|point_of_interest|establishment
ChIJw4ntXVpYzpQRzv5pqAhkMj0,Vida Eletrônicos,"R. Erva de Santa Luzia, 251 - Vila Helena, São Paulo - SP, 08081-310, Brazil",São Paulo,SP,08081-310,(11) 3331-9451,+55 11 3331-9451,https://www.vidaeletronicos.com.br/,-23.4906373,-46.4171763,electronics_store|store|point_of_interest|establishment
ChIJNRkuahT5zpQRaNuU8OQ4rVE,X E-Games Eletrônicos,"Av. Otaviano Alves de Lima, 1824 - Limão, São Paulo - SP, 02101-000, Brazil",São Paulo,SP,02101-000,(11) 94218-1877,+55 11 94218-1877,,-23.5124623,-46.67505980000001,electronics_store|store|point_of_interest|establishment
ChIJAw1ydvpZzpQRGkKG8Vd9Lgg,"Maxtill Eletrônicos - Atacado de Eletrônicos no Brás - Pari, Compra de Eletrônicos no Atacado","NOVO'' Shopping Porto Brás Rua Rodrigues dos Santos, 809 Novo Porto Brás - 3° ANDAR LJ3022-3024 - Canindé, São Paulo - SP, 03031-040, Brazil",São Paulo,SP,03031-040,(11) 97331-6382,+55 11 97331-6382,http://www.maxtill.com.br/,-23.533062299999997,-46.619549899999996,electronics_store|point_of_interest|store|establishment
ChIJR_owZCdZzpQR8jad0rZ2AxA,Eletrônicos import,"Av. Paulista, 2046 - Bela Vista, São Paulo - SP, 01310-928, Brazil",São Paulo,SP,01310-928,(11) 91260-8798,+55 11 91260-8798,,-23.5584533,-46.659445999999996,electronics_store|store|point_of_interest|establishment
ChIJtQfebVpYzpQRVTUBuyHRMBY,Espaço dos Eletrônicos,"R. Santa Ifigênia, 270 - Box 23 - Santa Ifigênia, São Paulo - SP, 01207-000, Brazil",São Paulo,SP,01207-000,(11) 95281-7042,+55 11 95281-7042,https://wa.me/message/GEUMWYUHIHNNO1,-23.539290299999998,-46.638235800000004,electronics_store|point_of_interest|store|establishment
ChIJt7PBSeVZzpQRl6YUBna69co,Eletro Novo Tech Brasil Store,"R. Comendador Afonso Kherlakian, 33 - 5 andar - Centro Histórico de São Paulo, São Paulo - SP, 01023-040, Brazil",São Paulo,SP,01023-040,(41) 99820-5610,+55 41 99820-5610,,-23.5418399,-46.631950599999996,store|point_of_interest|establishment
ChIJi7tsDltYzpQRStVZLltNABc,X-Shop Informática,"Rua dos Gusmões, 380 Andar: 01 - Sala: 05 - Santa Ifigênia, São Paulo - SP, 01212-001, Brazil",São Paulo,SP,01212-001,(11) 3136-1128,+55 11 3136-1128,http://www.xshopinformatica.com.br/,-23.5373605,-46.6399219,electronics_store|store|point_of_interest|establishment
ChIJzzy6ZNNZzpQRwaFuH8c0j2M,Shop Mix Tecnologia - Assistência Técnica e E-commerce.,"R. Santo Amaro, 482 - B - Bela Vista, São Paulo - SP, 01315-000, Brazil",São Paulo,SP,01315-000,(11) 94033-9333,+55 11 94033-9333,https://shopmixtecnologia.com.br/,-23.5539792,-46.6406668,electronics_store|store|point_of_interest|establishment
ChIJ3X7msGv2zpQRUAaSGBEGBsM,Eletrônica Tucuruvi,"R. Domingos Calheiros, 220 - Tucuruvi, São Paulo - SP, 02303-100, Brazil",São Paulo,SP,02303-100,(11) 99689-1376,+55 11 99689-1376,http://www.eletronicatucuruvi.net.br/,-23.4794194,-46.609705999999996,store|electronics_store|point_of_interest|establishment
ChIJmW-l81RYzpQRCQvbRDQxeWY,Lojas Americanas,"R. São Bento, 293 - Centro Histórico de São Paulo, São Paulo - SP, 01011-000, Brazil",São Paulo,SP,01011-000,,,https://www.americanas.com.br/nossas-lojas?utm_source=google&utm_medium=maps&utm_campaign=gmb_505&utm_content=mn_00_00_go_pacotelocal,-23.5464694,-46.635670999999995,department_store|cell_phone_store|electronics_store|home_goods_store|clothing_store|store|point_of_interest|establishment
ChIJZSRav2ZZzpQRMRIFlrqt1Uc,Sama5957979mercadoshops,"Avenida Guilherme Gonçalves do Rosário, 254 - parque jacaranda, São Paulo - SP, 06774-000, Brazil",São Paulo,SP,06774-000,(11) 98499-6404,+55 11 98499-6404,https://sama5957979mercadoshops.com.br/,-23.576579,-46.6419923,electronics_store|store|point_of_interest|establishment
ChIJy1CXeFpYzpQRApvA7WaDcsQ,Mult Comercial ltda,"R. dos Timbiras, 257 - República, São Paulo - SP, 01208-011, Brazil",São Paulo,SP,01208-011,(11) 3225-1000,+55 11 3225-1000,https://www.multcomercial.com.br/,-23.5401898,-46.638647299999995,electronics_store|store|point_of_interest|establishment
ChIJ6csJuFBYzpQRs3WUribZw6Y,Victor Eletrônicos,"R. Santa Ifigênia, 80 - Loja 04 - Santa Ifigênia, São Paulo - SP, 01207-000, Brazil",São Paulo,SP,01207-000,(11) 95831-0194,+55 11 95831-0194,https://victoreletronicos.com.br/,-23.5408261,-46.6373519,electronics_store|store|point_of_interest|establishment
ChIJnYMlg91XzpQRt1kHNGn1tuI,Top Store Eletrônicos,"R. Canto do Rio Verde, 65 - Vila Andrade, São Paulo - SP, 05734-010, Brazil",São Paulo,SP,05734-010,(11) 95316-1768,+55 11 95316-1768,http://www.topstoreeletronicos.com.br/,-23.6254822,-46.7452342,electronics_store|store|point_of_interest|establishment
ChIJhb7Fb1pYzpQRgLGQfxGnMzY,Original Eletrônicos,"R. Santa Ifigênia, 276 - Loja 4B - Santa Ifigênia, São Paulo - SP, 01207-000, Brazil",São Paulo,SP,01207-000,(11) 3331-3267,+55 11 3331-3267,https://www.instagram.com/originaleletronicos/,-23.5393525,-46.6383957,electronics_store|store|point_of_interest|establishment
